cell,candidate,branch_half,matrix_id,mean_state_spearman,slope_numerator,slope_denominator,states
c02_B,02,B,126,0.09859615077866983,0.069156882261056221,0.10801684816934477,5
c02_B,02,B,127,0,0,0.00024046867120754869,5
c02_B,02,B,128,0.48671538142115106,0.10159357757944634,0.075922174823455063,5
c02_B,02,B,129,-0.027464660461892842,-0.002805610464110079,0.018611803138742798,5
c02_B,02,B,130,0.52466074258154483,0.052537932803843335,0.041371611677340804,5
c02_B,02,B,131,0.27049019534292029,0.03290850350135982,0.02263966970618253,5
c02_B,02,B,132,0.39726030207071844,0.11393871551887155,0.069680412427862104,5
c02_B,02,B,133,0.51419037089723962,0.042303886233562127,0.057387372913423995,5
c02_B,02,B,134,0.035709411942292428,0.014656790707093427,0.032132505072347453,5
c02_B,02,B,135,0.54589151902082045,0.039507240985976737,0.035290744434704611,5
c02_B,02,B,136,0.098739844091629642,0.023306841709363757,0.038392656159144174,5
c02_B,02,B,137,0.22565978772615064,0.027078348529299884,0.023228204528359685,5
c02_B,02,B,138,0.49985322105268637,0.19024868884816054,0.21267689143441698,5
c02_B,02,B,139,0.66853001852937921,0.18890869896690968,0.11263169677889696,5
c02_B,02,B,140,0.41761328654804564,0.07718819479531229,0.072953427957216571,5
c02_B,02,B,141,0,0,1.4159329040931347e-06,5
c02_B,02,B,142,0.34211742001150958,0.067473054920577646,0.035580578424978061,5
c02_B,02,B,143,0,0,0.014243675670262875,5
c02_B,02,B,144,0.24141821891805909,0.076357897093403043,0.054559726487857813,5
c02_B,02,B,145,0.047515133441122515,0.042869191760252015,0.060246676579368517,5
